DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	12q21.33	12	89656726	NR	ATP2B1			ENSG00000070961			rs12579302-?	rs12579302	0	12579302	intron_variant	0	NR	4E-7	6.3979400086720375				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, coronary heart disease, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	12q24.31	12	122479003	NR	ZCCHC8			ENSG00000033030			rs12369179-?	rs12369179	0	12369179	intron_variant	0	NR	8E-7	6.096910013008056				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, coronary heart disease, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	14q32.12	14	92945686	NR	ITPK1, ITPK1			ENSG00000100605, ENSG00000274958			rs4905014-?	rs4905014	0	4905014	intron_variant	0	NR	9E-15	14.045757490560675				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, coronary heart disease, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	15q21.3	15	58435126	NR	LIPC-AS1, LIPC, ALDH1A2			ENSG00000259293, ENSG00000166035, ENSG00000128918			rs261332-?	rs261332	0	261332	non_coding_transcript_exon_variant	0	NR	2E-35	34.69897000433602				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, coronary heart disease, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	16q12.2	16	53786615	NR	FTO			ENSG00000140718			rs9939609-?	rs9939609	0	9939609	intron_variant	0	NR	1E-14	14.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, coronary heart disease, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	16q13	16	56956804	NR	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		11940	5119	rs247617-?	rs247617	0	247617	regulatory_region_variant	1	NR	1E-149	149.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, coronary heart disease, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	11q23.3	11	116778201	ZNF259, APOA5, APOA1	ZPR1			ENSG00000109917			rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.163	5E-6	5.301029995663981		1.05	[1.03-1.08]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	12q13.3	12	57449928	LRP1	INHBC			ENSG00000175189			rs2229357-G	rs2229357	0	2229357	missense_variant	0	0.764	3E-6	5.522878745280337		1.05	[1.03-1.07]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	12q21.33	12	89615182	ATP2B1	ATP2B1			ENSG00000070961			rs2681472-G	rs2681472	0	2681472	intron_variant	0	0.189	8E-11	10.096910013008056		1.07	[1.05-1.09]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	12q24.12	12	111472415	SH2B3	ATXN2			ENSG00000204842			rs10774625-A	rs10774625	0	10774625	intron_variant	0	0.491	9E-14	13.045757490560675		1.07	[1.05-1.08]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	12q24.31	12	124822507	SCARB1	SCARB1			ENSG00000073060			rs11057830-A	rs11057830	0	11057830	intron_variant	0	0.147	4E-9	8.397940008672037		1.07	[1.05-1.10]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	13q12.3	13	28448508	FLT1	FLT1			ENSG00000102755			rs1924981-T	rs1924981	0	1924981	intron_variant	0	0.334	2E-7	6.698970004336019		1.05	[1.03-1.06]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	13q34	13	110165755	COL4A1, COL4A2	COL4A1			ENSG00000187498			rs11617955-T	rs11617955	0	11617955	intron_variant	0	0.891	4E-10	9.397940008672037		1.09	[1.06-1.12]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	14q32.2	14	99679373	HHIPL1	HHIPL1			ENSG00000182218			rs10139550-G	rs10139550	0	10139550	3_prime_UTR_variant	0	0.421	2E-9	8.698970004336019		1.05	[1.04-1.07]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	15q22.33	15	67149412	SMAD3	SMAD3			ENSG00000166949			rs72743461-C	rs72743461	0	72743461	intron_variant	0	0.783	5E-12	11.301029995663981		1.07	[1.05-1.10]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	15q25.1	15	78830712	ADAMTS7	MORF4L1			ENSG00000185787			rs7164479-T	rs7164479	0	7164479	intron_variant	0	0.578	6E-18	17.221848749616356		1.07	[1.06-1.09]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	15q26.1	15	89031253	MFGE8, ABHD2	AC107954.1 - AC013565.2	ENSG00000261549	ENSG00000260275		41008	6724	rs2083460-T	rs2083460	0	2083460	intergenic_variant	1	0.885	1E-7	7.0		1.07	[1.05-1.10]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	15q26.1	15	90884967	FURIN, FES	FES			ENSG00000182511			rs2071382-T	rs2071382	0	2071382	intron_variant	0	0.464	7E-13	12.154901959985743		1.06	[1.05-1.08]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	16q13	16	56955678	CETP	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		10814	6245	rs247616-C	rs247616	0	247616	intergenic_variant	1	0.678	1E-6	6.0		1.04	[1.03-1.06]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	17p13.3	17	2185555	SMG6	SMG6			ENSG00000070366			rs113348108-D	rs113348108	1	57243031	intron_variant	0	0.314	6E-8	7.221848749616356		1.05	[1.03-1.07]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	17p11.2	17	17690139	RAI1, PEMT, RASD1	RAI1			ENSG00000108557			rs9897596-T	rs9897596	0	9897596	intron_variant	0	0.523	3E-6	5.522878745280337		1.04	[1.02-1.06]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	17q21.32	17	49046061	UBE2Z	IGF2BP1			ENSG00000159217			rs4643373-T	rs4643373	0	4643373	intron_variant	0	0.724	1E-6	6.0		1.05	[1.03-1.07]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	17q23.2	17	61209283	BCAS3	BCAS3			ENSG00000141376			rs8068952-G	rs8068952	0	8068952	intron_variant	0	0.228	1E-9	9.0		1.07	[1.05-1.10]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	19p13.2	19	8364439	ANGPTL4	ANGPTL4			ENSG00000167772			rs116843064-G	rs116843064	0	116843064	missense_variant	0	0.98	3E-7	6.522878745280337		1.17	[1.10-1.25]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	19p13.2	19	11091630	LDLR	LDLR			ENSG00000130164			rs6511720-G	rs6511720	0	6511720	intron_variant	0	0.884	8E-22	21.096910013008056		1.14	[1.11-1.17]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	19q13.32	19	44908822	APOE, APOC1	APOE			ENSG00000130203			rs7412-C	rs7412	0	7412	missense_variant	0	0.922	2E-19	18.69897000433602		1.15	[1.12-1.19]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	21q22.11	21	34221526	KCNE2	AP000317.1, AP000317.2			ENSG00000214955, ENSG00000272657			rs28451064-A	rs28451064	0	28451064	intron_variant	0	0.124	3E-23	22.522878745280337		1.14	[1.11-1.17]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	22q11.23	22	24262890	POM121L9P, ADORA2A	BCRP1, POM121L9P			ENSG00000225098, ENSG00000128262			rs180803-G	rs180803	0	180803	intron_variant	0	0.977	7E-10	9.154901959985743		1.18	[1.12-1.24]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
2017-09-28	28714975	Nelson CP	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714975	Association analyses based on false discovery rate implicate new loci for coronary artery disease.	Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)	18,467 European and unknown ancestry cases, 45,264 European and unknown ancestry controls	57,347 European and unknown ancestry cases, 219,521 European and unknown ancestry controls	1p32.3	1	55039974	PCSK9	PCSK9			ENSG00000169174			rs11591147-G	rs11591147	0	11591147	missense_variant	0	0.984	3E-10	9.522878745280337		1.25	[1.16-1.34]	Affymetrix [9149595] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST004787	Genome-wide genotyping array
